movie_title,title_year,director_name,genres,duration,budget,gross,language,country,content_rating,color,movie_imdb_link,num_user_for_reviews,imdb_score
Twilight Zone: The Movie ,1983,Joe Dante,Fantasy|Horror|Sci-Fi,101,10000000,29500000,English,USA,PG,Color,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,121,6.5
The Outsiders ,1983,Francis Ford Coppola,Crime|Drama,114,10000000,25600000,English,USA,PG-13,Color,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,308,7.2
Flashdance ,1983,Adrian Lyne,Drama|Music|Romance,95,4000000,94900000,English,USA,R,Color,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,128,6.1
Lone Wolf McQuade ,1983,Steve Carver,Action|Crime|Drama|Thriller|Western,107,5000000,12200000,English,USA,PG,Color,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,65,6.3
The Cotton Club ,1984,Francis Ford Coppola,Crime|Drama|Music,123,58000000,25900000,English,USA,R,Color,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1,84,6.5
Dune ,1984,David Lynch,Action|Adventure|Sci-Fi,177,40000000,27400000,English,USA,PG-13,Color,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,569,6.6
The Karate Kid ,1984,John G. Avildsen,Action|Drama|Family|Sport,126,8000000,90800000,English,USA,PG,Color,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,235,7.2
A Nightmare on Elm Street ,1984,Wes Craven,Horror,101,1800000,26505000,English,USA,X,Color,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,668,7.5
Once Upon a Time in America ,1984,Sergio Leone,Crime|Drama,251,30000000,5300000,English,Italy,R,Color,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,495,8.4
Indiana Jones and the Temple of Doom ,1984,Steven Spielberg,Action|Adventure,118,28000000,179870271,English,USA,PG,Color,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,524,7.6
A Passage to India ,1984,David Lean,Adventure|Drama|History,164,16000000,26400000,English,UK,PG,Color,http://www.imdb.com/title/tt0087892/?ref_=fn_tt_tt_1,89,7.4
Footloose ,1984,Herbert Ross,Drama|Music|Romance,107,8200000,80000000,English,USA,PG,Color,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,113,6.5
The Bounty ,1984,Roger Donaldson,Action|Adventure|Drama|History|Romance,132,25000000,8600000,English,UK,PG,Color,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,95,7
Star Trek III: The Search for Spock ,1984,Leonard Nimoy,Action|Adventure|Sci-Fi,105,17000000,76400000,English,USA,PG,Color,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,192,6.6
Amadeus ,1984,Milos Forman,Biography|Drama|History|Music,180,18000000,51600000,English,USA,R,Color,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,549,8.3
Conan the Destroyer ,1984,Richard Fleischer,Action|Adventure|Fantasy,103,18000000,26400000,English,USA,PG,Color,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,109,5.8
Beverly Hills Cop ,1984,Martin Brest,Action|Comedy|Crime,105,14000000,234760500,English,USA,R,Color,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,175,7.3
Firestarter ,1984,Mark L. Lester,Action|Horror|Sci-Fi|Thriller,114,15000000,15100000,English,USA,R,Color,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,96,6
Gremlins ,1984,Joe Dante,Comedy|Fantasy|Horror,106,11000000,148170000,English,USA,PG,Color,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,245,7.2
Splash ,1984,Ron Howard,Comedy|Fantasy|Romance,111,8000000,69800000,English,USA,PG,Color,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,99,6.2
The Hotel New Hampshire ,1984,Tony Richardson,Comedy|Drama|Romance,109,7500000,5100000,English,UK,R,Color,http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1,61,6
The Terminator ,1984,James Cameron,Action|Sci-Fi,107,6500000,38400000,English,UK,R,Color,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,692,8.1
Police Academy ,1984,Hugh Wilson,Comedy,96,4500000,81200000,English,USA,R,Color,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,133,6.7
Friday the 13th: The Final Chapter ,1984,Joseph Zito,Horror|Thriller,97,1800000,32600000,English,USA,R,Color,http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1,326,5.9
Rambo: First Blood Part II ,1985,George P. Cosmatos,Action|Adventure|Thriller|War,96,44000000,150415432,English,USA,R,Color,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,217,6.4
Out of Africa ,1985,Sydney Pollack,Biography|Drama|Romance,161,31000000,87100000,English,USA,PG,Color,http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,200,7.2
A View to a Kill ,1985,John Glen,Action|Adventure|Thriller,131,30000000,50300000,English,UK,PG,Color,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,300,6.3
Silverado ,1985,Lawrence Kasdan,Action|Crime|Drama|Western,133,26000000,33200000,English,USA,PG-13,Color,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,149,7.2
Back to the Future ,1985,Robert Zemeckis,Adventure|Comedy|Sci-Fi,116,19000000,210609762,English,USA,PG,Color,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,809,8.5
Young Sherlock Holmes ,1985,Barry Levinson,Adventure|Fantasy|Mystery|Thriller,109,18000000,4250320,English,USA,PG-13,Color,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,86,6.8
The Color Purple ,1985,Steven Spielberg,Drama,154,15000000,94175854,English,USA,PG-13,Color,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,199,7.8
Brazil ,1985,Terry Gilliam,Drama|Sci-Fi,142,15000000,9929000,English,UK,R,Color,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,513,8
Witness ,1985,Peter Weir,Crime|Drama|Romance|Thriller,112,12000000,65500000,English,USA,R,Color,http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1,175,7.4
Mad Max Beyond Thunderdome ,1985,George Miller,Action|Adventure|Sci-Fi|Thriller,107,12305523,36200000,English,Australia,PG-13,Color,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,193,6.2
The Last Dragon ,1985,Michael Schultz,Action|Comedy|Drama|Music,109,10000000,33000000,English,USA,PG-13,Color,http://www.imdb.com/title/tt0089461/?ref_=fn_tt_tt_1,109,6.9
Pale Rider ,1985,Clint Eastwood,Western,115,6900000,41400000,English,USA,R,Color,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1,138,7.3
A Nightmare on Elm Street 2: Freddy's Revenge ,1985,Jack Sholder,Fantasy|Horror,87,2200000,30000000,English,USA,R,Color,http://www.imdb.com/title/tt0089686/?ref_=fn_tt_tt_1,327,5.4
A Room with a View ,1985,James Ivory,Drama|Romance,117,3000000,20966644,English,UK,Unrated,Color,http://www.imdb.com/title/tt0091867/?ref_=fn_tt_tt_1,94,7.4
Friday the 13th: A New Beginning ,1985,Danny Steinmann,Horror|Mystery|Thriller,92,2200000,21300000,English,USA,R,Color,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,342,4.7
Legal Eagles ,1986,Ivan Reitman,Comedy|Crime|Romance,116,40000000,49851591,English,USA,PG,Color,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,34,5.9
Little Shop of Horrors ,1986,Frank Oz,Comedy|Horror|Musical|Sci-Fi,102,25000000,38747385,English,USA,PG-13,Color,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,165,6.9
Howard the Duck ,1986,Willard Huyck,Action|Adventure|Comedy|Romance|Sci-Fi,110,35000000,16295774,English,USA,PG,Color,http://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,269,4.6
Big Trouble in Little China ,1986,John Carpenter,Action|Adventure|Comedy|Fantasy,99,25000000,11100000,English,USA,PG-13,Color,http://www.imdb.com/title/tt0090728/?ref_=fn_tt_tt_1,331,7.3
Star Trek IV: The Voyage Home ,1986,Leonard Nimoy,Adventure|Comedy|Sci-Fi,119,25000000,109713132,English,USA,PG,Color,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,219,7.3
Peggy Sue Got Married ,1986,Francis Ford Coppola,Comedy|Drama|Fantasy|Romance,103,18000000,41382841,English,USA,PG-13,Color,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,96,6.3
9½ Weeks ,1986,Adrian Lyne,Drama|Romance,112,17000000,6734844,English,USA,R,Color,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,118,5.9
The Wraith ,1986,Mike Marvin,Action|Horror|Romance|Sci-Fi|Thriller,93,2700000,3500000,English,USA,R,Color,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,100,5.9
Aliens ,1986,James Cameron,Action|Adventure|Sci-Fi,154,18500000,85200000,English,USA,R,Color,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,1076,8.4
Shanghai Surprise ,1986,Jim Goddard,Adventure|Crime|Drama|Romance,97,17000000,2315683,English,UK,PG-13,Color,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,28,3
Highlander ,1986,Russell Mulcahy,Action|Adventure|Fantasy,110,16000000,5900000,English,UK,R,Color,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,316,7.2
Top Gun ,1986,Tony Scott,Action|Drama|Romance,110,15000000,176781728,English,USA,PG,Color,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,388,6.9
The Clan of the Cave Bear ,1986,Michael Chapman,Adventure|Drama|Fantasy,98,15000000,1953732,English,USA,R,Color,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,62,5.3
The Golden Child ,1986,Michael Ritchie,Action|Adventure|Comedy|Fantasy|Mystery,94,25000000,79817937,English,USA,PG-13,Color,http://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1,69,5.9
Invaders from Mars ,1986,Tobe Hooper,Horror|Sci-Fi,100,12000000,4884663,English,USA,PG,Color,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,64,5.5
The Color of Money ,1986,Martin Scorsese,Drama|Sport,119,13800000,52293982,English,USA,R,Color,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,115,7
Crocodile Dundee ,1986,Peter Faiman,Adventure|Comedy,93,8800000,174635000,English,Australia,PG-13,Color,http://www.imdb.com/title/tt0090555/?ref_=fn_tt_tt_1,93,6.5
Stand by Me ,1986,Rob Reiner,Adventure|Drama,89,8000000,52287414,English,USA,R,Color,http://www.imdb.com/title/tt0092005/?ref_=fn_tt_tt_1,584,8.1
Platoon ,1986,Oliver Stone,Drama|War,120,6000000,137963328,English,UK,R,Color,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,505,8.1
April Fool's Day ,1986,Fred Walton,Horror|Mystery,89,5000000,12947763,English,USA,R,Color,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,125,6.2
The Texas Chainsaw Massacre 2 ,1986,Tobe Hooper,Comedy|Horror,101,4700000,8025872,English,USA,X,Color,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,258,5.5
Jason Lives: Friday the 13th Part VI ,1986,Tom McLoughlin,Horror|Thriller,86,3000000,19472057,English,USA,R,Color,http://www.imdb.com/title/tt0091080/?ref_=fn_tt_tt_1,307,5.9
Witchboard ,1986,Kevin Tenney,Horror|Mystery|Thriller,98,2000000,7369373,English,UK,R,Color,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,74,5.7
River's Edge ,1986,Tim Hunter,Crime|Drama,99,1900000,4600000,English,USA,R, Black and White,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,111,7.1
She's Gotta Have It ,1986,Spike Lee,Comedy|Romance,88,175000,7137502,English,USA,R, Black and White,http://www.imdb.com/title/tt0091939/?ref_=fn_tt_tt_1,26,6.5
The Living Daylights ,1987,John Glen,Action|Adventure|Thriller,130,30000000,51185897,English,UK,PG,Color,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,271,6.7
Ishtar ,1987,Elaine May,Action|Adventure|Comedy|Music|Thriller,107,51000000,14375181,English,USA,PG-13,Color,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,126,4.2
The Running Man ,1987,Paul Michael Glaser,Action|Crime|Sci-Fi|Thriller,101,27000000,38122105,English,USA,R,Color,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,226,6.6
Cry Freedom ,1987,Richard Attenborough,Biography|Drama|History,147,29000000,5899797,English,UK,PG,Color,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,51,7.5
The Untouchables ,1987,Brian De Palma,Crime|Drama|Thriller,119,25000000,76270454,English,USA,R,Color,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,418,7.9
The Last Emperor ,1987,Bernardo Bertolucci,Biography|Drama|History,219,23000000,43984230,English,China,PG-13,Color,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,133,7.8
Jaws: The Revenge ,1987,Joseph Sargent,Adventure|Horror|Thriller,92,23000000,20763013,English,USA,PG-13,Color,http://www.imdb.com/title/tt0093300/?ref_=fn_tt_tt_1,383,2.8
Spaceballs ,1987,Mel Brooks,Adventure|Comedy|Sci-Fi,96,22700000,38119483,English,USA,PG,Color,http://www.imdb.com/title/tt0094012/?ref_=fn_tt_tt_1,273,7.1
Beverly Hills Cop II ,1987,Tony Scott,Action|Comedy|Crime|Thriller,100,28000000,153665036,English,USA,R,Color,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,95,6.4
Predator ,1987,John McTiernan,Action|Horror|Sci-Fi,107,15000000,59735548,English,USA,R,Color,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,629,7.8
Superman IV: The Quest for Peace ,1987,Sidney J. Furie,Action|Adventure|Family|Sci-Fi,134,17000000,15681020,English,UK,PG,Color,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,259,3.6
Wall Street ,1987,Oliver Stone,Crime|Drama,126,15000000,43848100,English,USA,R,Color,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,219,7.4
Radio Days ,1987,Woody Allen,Comedy,88,16000000,14792779,English,USA,PG,Color,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,91,7.6
3 Men and a Baby ,1987,Leonard Nimoy,Comedy|Drama|Family,102,11000000,167780960,English,USA,PG,Color,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42,5.9
The Princess Bride ,1987,Rob Reiner,Adventure|Family|Fantasy|Romance,98,16000000,30857814,English,USA,PG,Color,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,718,8.1
Fatal Attraction ,1987,Adrian Lyne,Drama|Romance|Thriller,119,14000000,156645693,English,USA,R,Color,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,201,6.9
"Good Morning, Vietnam ",1987,Barry Levinson,Biography|Comedy|Drama|War,121,13000000,123922370,English,USA,R,Color,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,131,7.3
Malone ,1987,Harley Cokeliss,Action|Drama|Thriller,92,10000000,3060858,English,USA,R,Color,http://www.imdb.com/title/tt0093483/?ref_=fn_tt_tt_1,37,5.6
La Bamba ,1987,Luis Valdez,Biography|Drama|Music,108,6500000,54215416,English,USA,PG-13,Color,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,63,6.8
A Nightmare on Elm Street 3: Dream Warriors ,1987,Chuck Russell,Action|Fantasy|Horror|Thriller,88,4500000,44793200,English,USA,X,Color,http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1,311,6.6
The Barbarians ,1987,Ruggero Deodato,Adventure|Fantasy,87,4000000,800000,English,USA,R,Color,http://www.imdb.com/title/tt0092615/?ref_=fn_tt_tt_1,35,4.8
Prison ,1987,Renny Harlin,Crime|Drama|Horror|Thriller,102,1300000,354704,English,USA,R,Color,http://www.imdb.com/title/tt0095904/?ref_=fn_tt_tt_1,38,5.9
Creepshow 2 ,1987,Michael Gornick,Comedy|Fantasy|Horror|Thriller,85,3500000,14000000,English,USA,R,Color,http://www.imdb.com/title/tt0092796/?ref_=fn_tt_tt_1,118,6
Evil Dead II ,1987,Sam Raimi,Comedy|Fantasy|Horror|Thriller,37,3600000,5923044,English,USA,X,Color,http://www.imdb.com/title/tt0092991/?ref_=fn_tt_tt_1,537,7.8
Teen Wolf Too ,1987,Christopher Leitch,Comedy|Fantasy,95,3000000,7888703,English,USA,PG,Color,http://www.imdb.com/title/tt0094118/?ref_=fn_tt_tt_1,65,3.2
Maurice ,1987,James Ivory,Drama|Romance,140,2600000,3130592,English,UK,R,Color,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1,69,7.8
From a Whisper to a Scream ,1987,Jeff Burr,Action|Drama|Horror|Thriller,92,1100000,1400000,English,USA,R,Color,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,37,5.9
Hellraiser ,1987,Clive Barker,Fantasy|Horror,86,1000000,14564027,English,UK,R,Color,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,335,7
American Ninja 2: The Confrontation ,1987,Sam Firstenberg,Action|Drama,90,350000,4000000,English,USA,R,Color,http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,46,4.7
Hollywood Shuffle ,1987,Robert Townsend,Comedy,81,100000,5228617,English,USA,R,Color,http://www.imdb.com/title/tt0093200/?ref_=fn_tt_tt_1,32,7
Rambo III ,1988,Peter MacDonald,Action|Adventure|Thriller|War,87,63000000,53715611,English,USA,R,Color,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,171,5.7
Scrooged ,1988,Richard Donner,Comedy|Drama|Fantasy,101,32000000,60328558,English,USA,PG-13,Color,http://www.imdb.com/title/tt0096061/?ref_=fn_tt_tt_1,159,7
Midnight Run ,1988,Martin Brest,Action|Comedy|Crime|Thriller,126,30000000,38413606,English,USA,R,Color,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,215,7.6
Die Hard ,1988,John McTiernan,Action|Thriller,131,28000000,81350242,English,USA,R,Color,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,722,8.2
Rain Man ,1988,Barry Levinson,Drama,133,25000000,172825435,English,USA,R,Color,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,331,8
"Bright Lights, Big City ",1988,James Bridges,Drama,107,25000000,16118077,English,USA,R,Color,http://www.imdb.com/title/tt0094799/?ref_=fn_tt_tt_1,37,5.6
Dangerous Liaisons ,1988,Stephen Frears,Drama|Romance,119,14000000,34700000,English,USA,R,Color,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,7.7
Big ,1988,Penny Marshall,Comedy|Drama|Family|Fantasy|Romance,130,18000000,114968774,English,USA,PG,Color,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,204,7.3
My Stepmother Is an Alien ,1988,Richard Benjamin,Comedy|Romance|Sci-Fi,105,20000000,13854000,English,USA,PG-13,Color,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,55,5.2
Twins ,1988,Ivan Reitman,Comedy|Crime,107,15000000,111936400,English,USA,PG,Color,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79,6
Beetlejuice ,1988,Tim Burton,Comedy|Fantasy,92,15000000,73326666,English,USA,PG,Color,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,306,7.5
Crocodile Dundee II ,1988,John Cornell,Action|Adventure|Comedy,108,15800000,109306210,English,Australia,PG,Color,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,62,5.5
A Nightmare on Elm Street 4: The Dream Master ,1988,Renny Harlin,Fantasy|Horror|Thriller,99,7000000,49369900,English,USA,R,Color,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,260,5.7
Young Guns ,1988,Christopher Cain,Action|Crime|Drama|Thriller|Western,107,13000000,44726644,English,USA,R,Color,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,120,6.8
The Land Before Time ,1988,Don Bluth,Adventure|Animation|Family,69,12500000,48092846,English,USA,G,Color,http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1,133,7.3
Poltergeist III ,1988,Gary Sherman,Horror|Thriller,98,10500000,14114488,English,USA,PG-13,Color,http://www.imdb.com/title/tt0095889/?ref_=fn_tt_tt_1,114,4.5
Child's Play ,1988,Tom Holland,Fantasy|Horror,87,9000000,33244684,English,USA,R,Color,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1,281,6.5
Akira ,1988,Katsuhiro Ôtomo,Action|Animation|Sci-Fi,124,1100000000,439162,Japanese,Japan,R,Color,http://www.imdb.com/title/tt0094625/?ref_=fn_tt_tt_1,430,8.1
Action Jackson ,1988,Craig R. Baxley,Action|Comedy|Crime|Thriller,96,7000000,20257000,English,USA,R,Color,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,65,5.2
The Last Temptation of Christ ,1988,Martin Scorsese,Drama,164,7000000,8373585,English,USA,R,Color,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,308,7.6
School Daze ,1988,Spike Lee,Comedy|Drama|Musical,121,6500000,14545844,English,USA,R,Color,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,38,5.8
Mystic Pizza ,1988,Donald Petrie,Comedy|Drama|Romance,104,6000000,12793213,English,USA,R,Color,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,73,6.2
Halloween 4: The Return of Michael Myers ,1988,Dwight H. Little,Horror|Thriller,88,5000000,17768000,English,USA,R,Color,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,374,5.9
Lady in White ,1988,Frank LaLoggia,Fantasy|Horror|Mystery|Thriller,118,4700000,1705139,English,USA,R,Color,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,69,6.7
They Live ,1988,John Carpenter,Horror|Sci-Fi|Thriller,93,4000000,13008928,English,USA,R,Color,http://www.imdb.com/title/tt0096256/?ref_=fn_tt_tt_1,333,7.3
Talk Radio ,1988,Oliver Stone,Drama,110,4000000,3468572,English,USA,R,Color,http://www.imdb.com/title/tt0096219/?ref_=fn_tt_tt_1,78,7.3
Phantasm II ,1988,Don Coscarelli,Action|Fantasy|Horror|Sci-Fi|Thriller,97,3000000,7282851,English,USA,R,Color,http://www.imdb.com/title/tt0095863/?ref_=fn_tt_tt_1,100,6.5
Friday the 13th Part VII: The New Blood ,1988,John Carl Buechler,Horror,88,2800000,19170001,English,USA,R,Color,http://www.imdb.com/title/tt0095179/?ref_=fn_tt_tt_1,270,5.3
Bloodsport ,1988,Newt Arnold,Action|Biography|Drama|Sport,92,1100000,11806119,English,USA,R,Color,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,210,6.8
The Abyss ,1989,James Cameron,Adventure|Drama|Sci-Fi|Thriller,171,69500000,54222000,English,USA,PG-13,Color,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,380,7.6
Tango & Cash ,1989,Andrey Konchalovskiy,Action|Comedy|Crime|Thriller,97,55000000,63408614,English,USA,R,Color,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,149,6.3
Indiana Jones and the Last Crusade ,1989,Steven Spielberg,Action|Adventure|Fantasy,127,48000000,197171806,English,USA,PG-13,Color,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1,477,8.3
Licence to Kill ,1989,John Glen,Action|Adventure|Thriller,133,32000000,34667015,English,UK,PG-13,Color,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,317,6.6
